sim,surplus_pnl_gbp
136,-39921484.970690
137,-14697982.579667
138,-45505470.500825
139,-4487596.163345
140,13524051.480926
141,21052292.249386
142,-4287123.685828
143,-29120704.985651
144,15229466.550589
145,75116481.571350
146,22461228.064081
147,-1984198.291274
148,-8665687.058703
149,20384249.020970
150,-16146801.876570
151,26505468.388831
152,12392009.329406
153,-21069607.726758
154,-10027205.793549
155,-19081765.757902
156,4589851.760959
157,29924094.901143
158,-7508005.106187
159,-2403692.117080
160,13403353.538492
161,26968935.978431
162,-20006517.444500
163,5421717.053175
164,29142322.284337
165,-38543871.673350
166,-193635.315213
167,9503683.575802
168,-17073138.095993
169,-8548623.136296
170,-4947329.000096
171,-10735247.231601
172,-37684672.828509
173,67340893.343321
174,-18773005.465364
175,3789930.282795
176,14527774.107393
177,19560202.258060
178,15450887.844518
179,674141.189540
180,-2932371.496195
181,-32273618.956444
182,-24022380.986582
183,-12463580.407326
184,-32816949.867271
185,26935486.284669
186,66611432.915975
187,50462069.561993
188,-10617799.427947
189,-6781813.644438
190,-9817105.710595
191,26277533.028248
192,-24547308.291527
193,-20941863.710663
194,4348871.227825
195,-5734794.724875
196,4997412.783243
197,-12403189.513128
198,20137586.949646
199,-6478424.646858
200,-38519944.568467
201,4034205.607172
202,-6581929.370781
203,-30475267.305306
204,-3759711.901630
205,-34922148.917907
206,15727740.636205
207,39684745.458277
208,332135.776588
209,-16821101.486321
210,-5048264.881438
211,9049134.796999
212,-33950952.659386
213,13095841.549809
214,-7433083.844038
215,-23990866.321667
216,9229011.585131
217,81584540.577417
218,28250924.785119
219,37863256.240665
220,6791373.804111
221,42140569.149572
222,50471024.055710
223,10796121.042812
224,-30867957.442338
225,13635306.375651
226,-48421621.984404
227,-26092413.998303
228,2757344.806260
229,4885928.643528
230,-8734135.421560
231,26540508.123697
232,-9569660.505861
233,7466313.445272
234,33748017.551033
235,-23462015.342620
236,-27418121.300072
237,17235981.138322
238,-17378587.121802
239,-31750443.204777
240,-18908994.764953
241,-5795432.693705
242,-6105084.795824
243,-5455822.456061
244,-28336760.293157
245,-5269762.167317
246,-21903886.280069
247,-16512.257747
248,1062562.376644
249,-30587323.420881
250,-22658360.335201
251,14328326.353356
252,39363636.583761
253,14508561.122223
254,177208.788839
255,-19343923.872391
256,-4732888.882066
257,14646812.574640
258,-36125535.635608
259,-47487396.995908
260,-7588236.721634
261,32708669.667097
262,-10264875.251539
263,-13933451.324548
264,-21153050.465294
265,1927797.712392
266,-36078061.612570
267,-9865395.944231
268,-16747018.166590
269,-14756918.226055
270,24245110.398784
271,-48300646.861209
272,-2728234.835870
273,-12245462.098620
274,10631362.368116
275,-462574.514884
276,32469501.434502
277,5053959.324085
278,-16267884.253532
279,-5803405.614232
280,3787417.138158
281,46417315.715428
282,2371226.944859
283,-21433393.122071
284,-42829788.332478
285,14408688.274993
286,-18373334.948961
287,32212646.975534
288,-26981342.817674
289,-138786.218605
290,9277455.099439
291,-35426116.328683
292,-4861488.826911
293,40255623.402085
294,9068769.114100
295,8169369.304712
296,19605536.397840
297,-29314812.527832
298,3108568.408043
299,8191568.170031
300,5749177.467470
301,30346131.332582
302,-18317928.096692
303,-9730145.153121
304,-8111284.816451
305,17788665.981948
306,-15630861.779056
307,5668642.257298
308,-28520460.140099
309,21964182.681654
310,36942158.747018
311,19731626.230151
312,70740771.466216
313,-11916608.847229
314,22715509.013834
315,6238039.022791
316,-25894918.586357
317,12726621.373137
318,29243009.412476
319,16390731.089867
320,-7528359.321466
321,12427550.960153
322,26733382.933263
323,42226945.830714
324,-3369271.731521
325,8686482.806176
326,-62775456.536431
327,10686936.015667
328,-37761457.098027
329,-7153039.387925
330,17499844.523401
331,-12608591.589051
332,-22188277.526576
333,-12848904.537507
334,14644648.138430
335,18396615.615221
336,-5169325.119508
337,-380526.131883
338,-6462047.572777
339,-29546830.037449
340,14577696.939677
341,-15720426.840317
342,-9749212.613144
343,-9890722.064865
344,-6790359.122094
345,48814246.985428
346,-37106.841618
347,44818411.849553
348,23648939.808317
349,-25090980.129038
350,-26600729.987762
351,48473170.903658
352,-51264893.475140
353,-17266181.343040
354,-13840559.875185
355,34328659.344514
356,-14618813.534757
357,25401114.997471
358,28734820.575762
359,-17938246.437570
360,-19133815.369973
361,-22497114.263327
362,4418217.518463
363,19157676.734827
364,-24601918.771056
365,-3992664.480739
366,8903739.115087
367,10436799.917053
368,5319044.298000
369,-1456058.578644
370,499107.779381
371,16212204.920058
372,20304634.480495
373,36664767.082202
374,24900009.801336
375,13136529.814875
376,-42967062.059004
377,-31796386.044363
378,-37281550.575321
379,2582371.159322
380,12913057.762317
381,15487659.581169
382,-9767821.490233
383,-17529770.051739
384,25264114.988971
385,42474342.847818
386,4190455.540297
387,42426180.851930
388,13877214.078745
389,12542316.381762
390,11101977.843139
391,15355660.901605
392,-38102304.472030
393,-2617519.104548
394,-12829883.377327
395,35778275.658209
396,-9407422.794084
397,19680970.423047
398,36973739.779794
399,23258743.474177
400,-35016279.245493
401,24344501.504339
402,1351834.321952
403,44346716.256377
404,7655396.227919
405,-18884520.226993
406,-22206655.781310
407,28240662.793162
408,31565246.708342
409,2746030.615190
410,71561402.843028
411,54230593.576502
412,-13514638.755768
413,-40095127.404108
414,-24502928.253157
415,47723460.738808
416,23758479.100582
417,-5782835.811021
418,-5393770.928573
419,-2084285.545771
420,589350.076318
421,2932535.240905
422,-22360932.185853
423,1275004.096677
424,4377295.143903
425,5674890.710189
426,14675406.319353
427,27259093.053948
428,9018018.913649
429,-44027584.433937
430,-6466507.730239
431,23497880.638696
432,-17368469.839236
433,-47725839.155402
434,-16308531.140208
435,2255703.945073
436,5578471.649238
437,30435835.742916
438,-43314565.842948
439,49545475.911987
440,12032411.835879
441,-2597802.751874
442,37519367.084732
443,29968307.732106
444,39163866.809858
445,43230158.562088
446,-32065007.072781
447,5796233.025868
448,27775183.156690
449,-10148964.395706
450,-6534997.334794
451,-7915214.403301
452,-7397594.445266
453,320215.093635
454,-30319960.326098
455,40651691.239160
456,-76616315.818236
457,-41821864.562502
458,93719041.672351
459,21590555.405933
460,33898213.704523
461,52836014.675222
462,-25113774.320179
463,-47975952.376927
464,3584374.496911
465,-28293262.321174
466,-1839202.845185
467,-16312476.145508
468,5684191.670124
469,-38558188.575326
470,-22468731.967979
471,30942811.545552
472,-32096258.042920
473,-37498520.836842
474,-7981337.213558
475,72006800.919384
476,15363556.847743
477,31493255.956413
478,72361303.415680
479,39268767.906379
480,8023996.630090
481,13826237.107716
482,-9226519.950353
483,33990873.610481
484,1861592.478345
485,-7807658.998105
486,-1761310.947640
487,11187190.090492
488,-24495689.395605
489,-5984619.316619
490,32992201.340165
491,13368104.888247
492,56223106.610663
493,2389680.817798
494,-27571484.119399
495,-1774346.926452
496,2990313.396790
497,-41370321.683706
498,-22730712.863823
499,10721508.694306
500,-42476074.648083
501,12242420.965633
502,6563873.517866
503,38775951.083914
504,500184.640593
505,21975489.564721
506,-44210778.397696
507,-2978023.469437
508,-1761784.675481
509,18389560.364368
510,14867052.978397
511,29093736.060042
512,10513006.099149
513,42828360.552542
514,3403015.702252
515,-54640041.452627
516,37111761.108914
517,-12721979.889974
518,16290129.442163
519,-18490507.475017
520,-12999176.757463
521,48731760.855263
522,15018015.767189
523,22244805.554440
524,-16723800.434585
525,2978433.493702
526,-36985394.182901
527,-1379267.360858
528,-15756533.886781
529,-12637205.015380
530,3991010.709505
531,2421377.526699
532,27181929.581746
533,-30761485.637345
534,-10920743.372628
535,-11308860.692397
536,10776837.775059
537,31967479.771147
538,-56937905.630671
539,23227274.963575
540,-4621021.923038
541,24958918.287619
542,-11382857.716729
543,38085858.239360
544,-6443805.687483
545,20688621.157397
546,-3885990.042058
547,24375974.919373
548,-15705454.708381
549,-20562722.888173
550,17962732.938598
551,35190924.934690
552,13869620.532559
553,7216407.051153
554,1172019.343087
555,-28767970.617979
556,-21651477.688488
557,44210984.008607
558,6108833.032194
559,-17424818.534194
560,-14527736.668818
561,13440230.712050
562,694293.751777
563,-10630469.645485
564,715818.132178
565,29464604.542794
566,18064869.222469
567,-25023136.359342
568,14562878.589765
569,-23307242.926786
570,-42273895.944028
571,-19815500.269808
572,-3543667.795600
573,60856573.338153
574,7319486.333080
575,13441031.230317
576,8100142.342023
577,20220710.368770
578,151221.756436
579,36234691.044023
580,-8261925.980729
581,-4918393.685344
582,-22162379.621694
583,189118.218093
584,-54081691.593732
585,-13306735.663320
586,5022576.785134
587,931528.944119
588,-2101230.876085
589,-50003481.541567
590,32826628.013922
591,-17295954.678357
592,-62522003.890360
593,22050212.638989
594,-47510852.916238
595,-26794221.578139
596,13908609.314309
597,7770231.992679
598,-3074736.416201
599,-3724426.118129
600,-39661612.140295
601,5290716.531188
602,-29553525.817722
603,34736835.987958
604,-55553817.497427
605,23532304.478962
606,14283114.134480
607,-16045841.284504
608,-9570394.038740
609,-18610158.826899
610,-21971660.487505
611,-7425908.043861
612,5002736.565662
613,-18675109.485771
614,1956464.763792
615,19178489.881531
616,27562762.446685
617,-8605390.212816
618,1497727.593426
619,49969075.011718
620,22151184.735724
621,-40357689.032924
622,-10585006.803531
623,27490854.059788
624,22188170.691575
625,-31774451.427247
626,11028862.029116
627,-10231627.183109
628,22609144.785165
629,18612533.692218
630,23594558.090658
631,41232139.626951
632,-28975775.788561
633,-16510058.427433
634,27590985.617849
635,36716337.859437
636,-3452130.444367
637,27578321.582161
638,-15653130.040893
639,-8387771.872724
640,-33479444.415131
641,-4092184.101114
642,-12682055.580290
643,-2412688.092994
644,9868342.836883
645,-17488620.666803
646,-14472834.016428
647,7372871.096177
648,12622688.361416
649,-23132140.963630
650,43663584.506418
651,31321663.436756
652,-14301388.371974
653,44335349.460726
654,3462313.856005
655,-49879304.330422
656,-12816662.791885
657,-43909591.758581
658,9624542.676914
659,12636624.837421
660,-19484780.450727
661,-658402.827716
662,-12100719.705523
663,27341509.050298
664,4025725.366963
665,-14241886.164765
666,44647838.376833
667,15767166.857687
668,-10079162.411684
669,14144657.948317
670,16355849.034752
671,-15565799.281972
672,10889327.188494
673,-11666170.825897
674,7991665.147091
675,36384494.971267
676,28849564.915111
677,-34452677.474318
678,-49517193.709809
679,11980623.672379
680,-18761539.333575
681,-1772932.667155
682,-17301532.920078
683,-28631560.515551
684,-32195234.967224
685,-21820860.770181
686,-24880947.784712
687,-24920540.281809
688,5017271.398880
689,-22747857.725685
690,12587950.891031
691,4836429.679637
692,5489154.076720
693,-33038570.411698
694,56925445.287388
695,-38465959.762043
696,37011970.066523
697,17051066.350649
698,-20679582.655111
699,-40061556.781552
700,-666560.131246
701,-28433917.859125
702,12333581.225186
703,-2157799.092260
704,4033596.832761
705,8194527.131122
706,17799143.138274
707,-23749205.493488
708,-30537754.392847
709,13667092.222777
710,-11226737.850059
711,-29848201.075061
712,-11109503.334798
713,-10669518.785091
714,3645101.269789
715,-8747822.775524
716,3937835.922108
717,-9237496.611765
718,-29539416.837721
719,19206223.931196
720,50479443.835524
721,-4381188.631772
722,10140032.219030
723,-11528941.471486
724,35032129.364445
725,-20676080.037521
726,8827536.627098
727,-3429838.731679
728,-15897880.953875
729,13292589.708104
730,13131701.689065
731,41086433.225811
732,8373855.954842
733,-22615087.859380
734,-9693375.034074
735,-6471381.410785
736,1382273.043630
737,3763542.148550
738,38449276.512380
739,-22549316.634979
740,20270410.945910
741,32345385.177629
742,45426666.862887
743,-11639133.427949
744,3559786.724016
745,17248972.572009
746,-47007489.365047
747,28325528.916743
748,-29396714.126981
749,-18088933.248631
750,6009781.360372
751,2688272.230581
752,-27920372.216889
753,25776506.417237
754,-5995792.014490
755,-46346283.548398
756,-66160854.207054
757,42654833.237517
758,41325122.461820
759,24079775.661941
760,-32463570.317445
761,7476504.270153
762,47794880.092277
763,64959415.602326
764,-13592206.347853
765,7884813.497385
766,4103979.613451
767,23526410.923532
768,18889362.207316
769,-8662235.893374
770,55841516.388999
771,-10043655.395601
772,-7582829.795343
773,-37457185.452418
774,-29400057.783000
775,23229973.068865
776,43199729.736270
777,1589606.997382
778,8400985.358523
779,-20294744.861940
780,23185411.739033
781,28956109.632037
782,40052216.542501
783,18745783.423116
784,10928653.716708
785,1921867.136254
786,-35060181.950850
787,15701685.198879
788,-27025014.403935
789,18275248.481168
790,-13925212.854958
791,-9046031.089746
792,38587195.964701
793,-30369976.865133
794,2169147.893295
795,-20789817.987635
796,-45231322.955613
797,-886028.689662
798,62753143.506652
799,-12606245.491060
800,-20888444.755659
801,-1880633.944291
802,-294917.367498
803,3487956.367447
804,43494628.727611
805,-51942140.435429
806,-4365105.129354
807,25569280.139231
808,30287512.480051
809,20585991.456597
810,9813005.831229
811,-67235956.252997
812,40606179.115087
813,-26765963.893661
814,610254.323734
815,-9844344.846716
816,11756546.980939
817,-2833243.930390
818,-7008617.164009
819,56788943.441089
820,32937525.615956
821,1449554.333660
822,-37174022.205584
823,-19205290.806852
824,26245896.561305
825,-76065123.873247
826,35574557.674867
827,-11522013.940844
828,37772961.089849
829,16057347.950332
830,-2364841.914717
831,33133182.083043
832,-15982787.063584
833,6715676.619884
834,36636561.002656
835,28747120.506548
836,15726761.853106
837,-15106298.225879
838,-7563351.829781
839,-24046700.328864
840,10728468.860754
841,-13646485.572068
842,3799637.095372
843,2936525.505255
844,-1082214.987616
845,-43928576.032713
846,4291150.879074
847,7064858.518741
848,14254952.369291
849,-17101337.418668
850,-19254106.016505
851,-34915608.815946
852,33632769.145015
853,4637410.665227
854,30225329.597153
855,-26954447.052338
856,15791441.526773
857,-37189843.056921
858,-5729715.541065
859,-21996440.486782
860,17941832.049832
861,1824759.954025
862,-44079467.395164
863,-22119126.216059
864,-15914990.329690
865,41062863.389167
866,22439152.759879
867,-43899781.830860
868,18071298.709390
869,1491502.093368
870,-36018209.768188
871,11306991.093589
872,19576888.490417
873,9997904.739936
874,37340739.383220
875,-2899515.757053
876,4510765.357565
877,-11967642.139058
878,50895495.661721
879,-11648504.899446
880,27898540.039790
881,17150706.274109
882,-17072978.188693
883,14258036.310771
884,-8332931.581898
885,11016554.745997
886,-28935397.067479
887,-6865620.607471
888,-10047456.577565
889,-35747223.433543
890,-45486134.920694
891,55672371.500797
892,-11933104.411551
893,-50250325.679288
894,1967911.457543
895,26944114.958587
896,10488024.704908
897,25536248.829614
898,440440.909409
899,-29855554.896862
900,10216141.890793
901,5765403.782449
902,26634966.393696
903,-45007.284500
904,-17142827.169798
905,12104977.515299
906,29328804.306003
907,11738049.614611
908,-17076213.459046
909,5073623.791868
910,-7978607.411051
911,-36141869.174647
912,21297525.712059
913,-13822327.573369
914,-69573809.894056
915,23783206.462391
916,-17003794.778639
917,-37206323.933050
918,29499222.584586
919,-59308099.674049
920,8201788.504812
921,18811646.444415
922,-26925427.983853
923,33241087.624005
924,35069969.650532
925,40666965.201883
926,4646844.726916
927,-15253406.855469
928,-17357184.275310
929,31173042.865589
930,40047219.208335
931,35740663.166456
932,-34421880.903190
933,-16725490.484231
934,-4361304.423514
935,16983589.222659
936,5917810.927822
937,8762359.029601
938,-23478049.474510
939,-17865245.915885
940,19234682.533225
941,-14199681.187678
942,-53155039.801712
943,4044425.701048
944,24234494.876498
945,-13725690.626487
946,3136826.602094
947,36071146.770383
948,-13964623.836924
949,-9652444.367669
950,-49983403.608963
951,50831882.003772
952,23951396.148150
953,6010168.903514
954,54844547.153810
955,11682997.433295
956,16381998.398023
957,-6819564.493969
958,7717767.426530
959,-14801823.204078
960,-24817713.549570
961,-694283.302074
962,15333986.878051
963,-15303736.683975
964,-44387728.653522
965,18778879.305086
966,29412062.497535
967,26622987.022751
968,9248738.012180
969,48603081.045855
970,-31244221.249913
971,-9220928.101069
972,36205314.985470
973,-25563867.368154
974,12380794.990226
975,10193557.711714
976,40718327.092472
977,-32656187.622641
978,29812233.923541
979,-881178.926167
980,-8772315.472285
981,-31728479.118978
982,21775097.657795
983,33386850.397601
984,19578251.812658
985,-14620274.873965
986,-15710111.735350
987,-15003970.463282
988,8270280.206555
989,22449848.127906
990,-10835861.478827
991,-2478133.476036
992,49891235.349654
993,-26602097.362413
994,53547159.993867
995,-28434679.208671
996,26571359.713709
997,20092344.612011
998,999406.619773
999,58960751.352004
