sim,surplus_pnl_gbp
876,4373281.498979
877,-12701170.631943
878,51905799.134027
879,-11909179.234123
880,28767831.675209
881,17563168.052259
882,-17700047.763622
883,14612500.592150
884,-8284564.061951
885,11037612.702166
886,-29829309.912693
887,-6963158.347591
888,-10363378.659928
889,-36499662.453106
890,-46648552.468840
891,56816026.123457
892,-11825910.511338
893,-51750935.499320
894,2082418.667526
895,27820790.618056
896,10719103.170713
897,26202308.700656
898,663733.305320
899,-30642977.381425
900,10254688.324188
901,5784780.029168
902,27534356.530038
903,-238958.971442
904,-17616208.838089
905,12267828.970546
906,30250907.444794
907,12244852.414928
908,-17475394.243606
909,5121087.386904
910,-8374400.931689
911,-37101343.419684
912,22020436.112107
913,-14081574.834594
914,-71701930.233212
915,24660616.639663
916,-17591142.730269
917,-38057745.924716
918,30061157.150407
919,-60911208.923099
920,8500421.668443
921,19410058.096155
922,-27721572.846132
923,34359033.875483
924,35991800.588662
925,42036603.865227
926,4799888.906168
927,-15363525.224876
928,-17751290.879524
929,32263635.697953
930,40685218.746857
931,36889370.601401
932,-35368093.898987
933,-17280161.830241
934,-4478774.433608
935,17351610.078959
936,5627415.437557
937,8974567.817489
938,-24162214.937264
939,-18210362.809135
940,19720776.574984
941,-14585079.355694
942,-54493407.075258
943,4050631.107263
944,24784048.066911
945,-14101857.354400
946,3394897.086747
947,37044576.315598
948,-14387972.444439
949,-9997995.204568
950,-51152725.908579
951,51950559.217192
952,24673424.448012
953,6067336.629894
954,56377985.988353
955,11879528.807720
956,17334662.708713
957,-7155122.533194
958,7976712.167276
959,-15305679.811031
960,-25391405.237380
961,-546355.907215
962,15613591.628734
963,-15713112.319476
964,-45616951.225255
965,19463138.823393
966,30271131.656851
967,27547411.412765
968,9563283.642007
969,50134683.115467
970,-32162254.966478
971,-9323423.107609
972,37377428.917860
973,-26076209.524487
974,12738473.012939
975,10554648.977855
976,42162962.970065
977,-33312603.263689
978,30489494.082524
979,-704657.224123
980,-8963750.961332
981,-32299792.528961
982,22380257.101408
983,34394352.977128
984,19805579.003076
985,-14975309.217131
986,-16064670.966555
987,-15378484.919776
988,8518462.981646
989,23060667.298077
990,-11172129.197175
991,-2351049.147940
992,51263603.588091
993,-26875290.710613
994,54855399.808528
995,-28924225.248716
996,26895639.434214
997,20449781.600841
998,1038956.018727
999,60531321.492428
